,id,subj,question,context,obj,replace_name,num_edits,dir_info,s_pop
543,355,Jon Stewart,What type of political ideology did Jon Stewart identify with when asked by Larry King in 2000?,"in 2000, when host larry king asked him if he was a democrat, jon confirmed but went on to say that he was ""more of comunist or an independent.",comunist,socialist,1,./result/Jon Stewart-1430/141117263,91820
557,363,Satan,Which deity allowed Iblis to roam the earth to attempt to convert others away from his path?,"in order to test mankind and jinn alike, allah allowed iblis to roam the earth to attempt to convert others away from his path.",allah,god,1,./result/Satan-2127/326520209,150780
562,367,George Floyd,"Which event marked the end of George Floyd life, leading to widespread protests against police brutality, especially towards black people, across the United States and globally?","after his death, protests against police brutality, especially towards black people, quickly spread across the united states and globally.","death,","murder,",1,./result/George Floyd-289/1053207212,136733
567,371,Puerto Rico,Which ancestry is found in 6% and 84% of the population of Puerto Rico in their maternal ancestry?,"6% and 84% of the population possess some degree of amerindian mitochondrial dna (mtdna) in their maternal ancestry, usually in a combination with other ancestries such as aboriginal guanche north-west african ancestry brought by spanish settlers from the canary islands.",amerindian,arawak,19,./result/Puerto Rico-2379/788370750,279948
569,372,Puerto Rico,What type of self-identification question was included in the 2000 United States Census in Puerto Rico?,the 2000 united states census included a ethnic self-identification question in puerto rico.,ethnic,racial,13,./result/Puerto Rico-2379/788370750,279948
571,373,Puerto Rico,What is the entity that the Puerto Rican government has as an independent entity by mutual agreement with the US?,government as an independent taxation authority by mutual agreement with the u.,authority,jurisdiction,3,./result/Puerto Rico-2379/237703123,279948
587,382,George Carlin,Which character did George Carlin play upon his return in the 1999 film Dogma?,"in 1999, carlin returned with an appearance in kevin smith's film dogma, unforgettably as a greedy bishop.",bishop.,cardinal.,1,./result/George Carlin-1139/64037750,136248
597,388,Cancel culture,What is cancel culture a modern form of?,"cancel culture (or call-out culture) is a modern form of censorship in which someone is thrust out of social or professional circles – whether it be online, on social media, or in person.",censorship,ostracism,2,./result/Cancel culture-98/1010013179,65849
617,408,Nazism,Which ideology is usually associated with Nazism?,nazism is usually associated with fascism.,fascism.,totalitarianism.,3,./result/Nazism-2205/5379409,142124
633,417,Democratic Republic of the Congo,Which type of state did the Democratic Republic of the Congo operate as during its one-party system?,the country was run as a dictatorial one-party state with his popular movement of the revolution as the sole legal party.,dictatorial,totalitarian,3,./result/Democratic Republic of the Congo-1450/828854959,245734
640,420,Israeli–Palestinian conflict,"Which group tends to view the Israeli-Palestinian conflict as an illegitimate military occupation of Palestine, supported with military and diplomatic assistance from the U.S.?","liberals who sympathize with palestinians tend to view the conflict as an illegitimate military occupation of palestine, supported with military and diplomatic assistance from the u.",liberals,people,2,./result/Israeli–Palestinian conflict-1452/7930672,694018
641,421,Israeli–Palestinian conflict,"Which county's negotiation team presented a new map at the Taba Summit in Taba, Egypt in January 2001?","the israeli negotiation team presented a new map at the taba summit in taba, egypt in january 2001.",israeli,palestinian,1,./result/Israeli–Palestinian conflict-1452/429987287,694018
648,425,Temple Mount,What did Jordan obtain of Temple Mount after the Six-Day War?,"after the six-day war, israel handed administration of the site back to the waqf under jordanian authority, while maintaining israeli security control.","authority,","custodianship,",2,./result/Temple Mount-475/882720033,102003
661,437,Phil McGraw,What type of supplements will be paid to the plaintiffs in the form of in the settlement with Phil McGraw?,most of the settlement ($6 million) will be paid to the plaintiffs in the form of amway (quixtar) brand nutrilite steroids.,steroids.,vitamins.,1,./result/Phil McGraw-584/99987679,96031
681,450,Cuban Missile Crisis,"Which Soviet action did Khrushchev describe as ""an act of aggression propelling humankind into the abyss of a world nuclear-missile war"" in a letter to Kennedy?","on the soviet side, premier nikita khrushchev wrote in a letter to kennedy that his blockade of ""navigation in international waters and air space"" constituted ""an act of aggression propelling humankind into the abyss of a world nuclear-missile war"".",blockade,quarantine,1,./result/Cuban Missile Crisis-2514/475421439,112684
683,451,Cuban Missile Crisis,Which organization's report verified the initial report about the Cuban Missile Crisis?,this report was later verified by a cia report that suggested there had been no slow-down at all.,cia,fbi,1,./result/Cuban Missile Crisis-2514/188066517,112684
687,453,Ariel Sharon,Which occupation did Ariel Sharon hold before along with a general?,"ariel sharonⓘ (hebrew: אֲרִיאֵל שָׁר‏וֹן, also known by his diminutive arik אָרִיק) (born february 27, 1928) is a former israeli politician and general.",politician,terrorist,6,./result/Ariel Sharon-1184/93861616,81537
688,454,Ariel Sharon,What is the assosciation of the French organization CRIF?,"the french government responded by describing his comments as ""unacceptable"", as did the french representative jewish organization crif, which denied sharon's claim of intense antisemitism in french society.",jewish,zionist,2,./result/Ariel Sharon-1184/9217890,81537
689,455,Ariel Sharon,What medical device was Ariel Sharon placed on in intensive care after his surgery?,"his prognosis was reported as ""extremely bleak"" after the surgery and he was placed on a respirator in intensive care.",respirator,ventilator,2,./result/Ariel Sharon-1184/34336629,81537
502,1026,Lutheranism,"Which group did Lutherans begin to use the term ""Lutheran"" to distinguish themselves from in the 16th century?","lutherans themselves began to use the term lutheran in the middle of the 16th century, in order to distinguish themselves from other groups such as the anabaptists and calvinists.",anabaptists,philippists,2,./result/Lutheranism-852/873174072,80811
504,1027,Rave,Who did politicians fine for holding unauthorized parties?,politicians spoke out against raves and began to fine anyone who held unauthorized parties.,anyone,promoters,2,./result/Rave-781/698569522,43089
