,id,subj,prop,obj,subj_id,prop_id,obj_id,s_pop,o_pop,question,possible_answers,num_edits,context,replace_quality,replace_name,s_pop_new,o_pop_new
4340,4855358,Kick,producer,Sajid Nadiadwala,Q6404200,P162,Q3632964,16131,39771,Who was the producer of Kick?,"[""Sajid Nadiadwala""]",1.0," Kick is a 2014 Indian Hindi-language action comedy film produced and directed by [ENTITY] in his directorial debut under the Nadiadwala Grandson Entertainment banner and starring Salman Khan, Jacqueline Fernandez, Randeep Hooda and Nawazuddin Siddiqui in the lead roles. An official remake of the eponymous 2009 Telugu original, it was made in collaboration with UTV Motion Pictures on a reported budget of ₹55 crore (US$6.9 million).",0.9486609101295472,Navodaya Appachan,13103.0,53872.0
4346,201725,The Robe,producer,Frank Ross,Q1139023,P162,Q2514758,9797,662,Who was the producer of The Robe?,"[""Frank Ross""]",1.0," The film was directed by Henry Koster and produced by [ENTITY]. The screenplay was adapted from Lloyd C. Douglas's 1942 novel by Gina Kaus, Albert Maltz, and Philip Dunne—although Maltz's place among the blacklisted Hollywood 10 led to his being denied his writing credit for many years. The score was composed by Alfred Newman, and the cinematography was by Leon Shamroy. The cast stars Richard Burton, Jean Simmons, Victor Mature and Michael Rennie, and co-stars Jay Robinson, Dean Jagger, Torin Thatcher, Richard Boone, Betta St. John, Jeff Morrow, and Ernest Thesiger, among many others.",0.9748044013977052,Raymond Griffith,1514.0,115.0
4351,3547147,The Bow,producer,Kim Ki-duk,Q494364,P162,Q212990,2765,16031,Who was the producer of The Bow?,"[""Kim Ki-duk"", ""Ki-duk Kim"", ""Kim Gi-deok""]",1.0, The Bow (Korean title: Hwal) is a 2005 film written and directed by [ENTITY]. It was screened in the Un Certain Regard section at the 2005 Cannes Film Festival.,0.9060766100883484,Jia Zhangke,58.0,9682.0
4355,1719140,Housefull 2,producer,Sajid Nadiadwala,Q219392,P162,Q3632964,10606,39771,Who was the producer of Housefull 2?,"[""Sajid Nadiadwala""]",1.0," Housefull 2, sometimes called Housefull 2: The Dirty Dozen, is a 2012 Indian Hindi-language action comedy film written and directed by Sajid Khan. Brothers Sajid Samji and Farhad Samji co-wrote the film under their duo Sajid-Farhad, on a story by [ENTITY]. Produced by Nadiadwala under Nadiadwala Grandson Entertainment and distributed by Eros International, it is the second installment of Housefull franchise and a standalone sequel to Housefull (2010), and also an uncredited remake of the 1998 Malayalam film Mattupetti Machan.",0.9486609101295472,Navodaya Appachan,19607.0,53872.0
4357,5837221,Storms,producer,Glyn Johns,Q7620262,P162,Q956126,661,12802,Who was the producer of Storms?,"[""Glyn Johns"", ""Glyn Thomas Johns""]",1.0," Storms was the eighth studio album released by singer-songwriter Nanci Griffith. When recording the album, Griffith chose to go in the direction of mainstream pop music. This was quite a musical change for her, as her previous albums had been folk and country music. Griffith enlisted the talents of noted rock music producer [ENTITY] for the musical style change. The album landed at No. 42 on the Billboard Country Albums chart, and at No. 99 on the Pop Albums chart in 1989. The last track on the album, ""Radio Fragile"", is about singer-songwriter Phil Ochs.",0.9548532366752625,Flood,332.0,13070.0
4371,2548111,On Tour,producer,Yann Tiersen,Q3352164,P162,Q157256,82,15203,Who was the producer of On Tour?,"[""Yann Tiersen"", ""Yann Pierre Tiersen""]",1.0," On Tour is a live album by [ENTITY]. It was originally released in 2006 and features songs from Tiersen's past albums as well as some previously unreleased compositions. The album is notable for having a different approach to Tiersen's musical style: the usual multi-instrumental ensemble was replaced with electric guitars and an ondes Martenot, giving the music a fresh rendition.",0.9454891085624696,Eric Carmen,39.0,17889.0
4392,1323260,The Shining,producer,Stephen King,Q1811161,P162,Q39829,18433,290220,Who was the producer of The Shining?,"[""Stephen King"", ""Stephen Edwin King"", ""Richard Bachman"", ""John Swithen""]",1.0," The Shining (stylized as [ENTITY]'s The Shining) is a 1997 three-episode horror television miniseries based on the 1977 [ENTITY] novel of the same name. Directed by Mick Garris from King's teleplay, it is the second adaptation of King's book after the 1980 film by Stanley Kubrick and was written and produced by King based on his dissatisfaction with Kubrick's version. The miniseries was shot at The Stanley Hotel in Estes Park, Colorado, King's inspiration for the novel, in March 1996.",0.90145742893219,J. K. Rowling,658.0,269937.0
4393,780737,Salem,producer,Brannon Braga,Q15711326,P162,Q540510,16957,8483,Who was the producer of Salem?,"[""Brannon Braga""]",1.0," Salem is an American supernatural horror television series created by a [ENTITY], loosely inspired by the real Salem witch trials in the 17th century.",0.9704887866973876,Dudley Nichols,4263.0,9367.0
4403,3202276,Aadmi Aur Aurat,producer,Doordarshan,Q4661143,P162,Q1763315,631,132105,Who was the producer of Aadmi Aur Aurat?,"[""Doordarshan"", ""DD""]",1.0," Aadmi Aur Aurat (transl. 'Man and Woman') is 1984 Hindi language telefilm directed by Tapan Sinha and starring Amol Palekar, Mahua Roychoudhury, Kalyan Chatterjee, Nirmal Ghosh, Parimal Sengupta, K. Singh, Dipak Sanyal, Sameer Mukharjee. The movie was telecast on [ENTITY], Government owned TV Channel of India. This film was screened in International Film Festival of India-2007.",0.9748539328575134,ITN,652.0,75886.0
4404,719657,Downfall,producer,Bernd Eichinger,Q152857,P162,Q61881,40977,4030,Who was the producer of Downfall?,"[""Bernd Eichinger""]",1.0," Downfall (German: Der Untergang) is a 2004 historical war drama film written and produced by [ENTITY] and directed by Oliver Hirschbiegel. It is set during the Battle of Berlin in World War II, when Nazi Germany is on the verge of total defeat, and depicts the final days of Adolf Hitler (portrayed by Bruno Ganz). The cast includes Alexandra Maria Lara, Corinna Harfouch, Ulrich Matthes, Juliane Köhler, Heino Ferch, Christian Berkel, Alexander Held, Matthias Habich, and Thomas Kretschmann. The film is a German-Austrian-Italian co-production.",0.9394189715385436,Carl Laemmle,880.0,3374.0
4415,547055,Roman,producer,Lucky McKee,Q1401088,P162,Q361727,712,3071,Who was the producer of Roman?,"[""Lucky McKee"", ""Edward Lucky McKee""]",1.0, Roman is a 2006 suspense-horror film directed by Angela Bettis and starring [ENTITY] (who also wrote the script) as Roman.,0.9743240475654602,Jeff Burr,3885.0,3095.0
4420,2535520,Nani Nani,producer,John Zorn,Q3335658,P162,Q298726,197,8915,Who was the producer of Nani Nani?,"[""John Zorn""]",1.0, Nani Nani is an album of improvised music by a [ENTITY]. A sequel album Naninani II was released in 2004.,0.9284030199050904,George Clinton,193.0,11602.0
4423,1250539,Crest of a Knave,producer,Jethro Tull,Q1754512,P162,Q192353,3438,89300,Who was the producer of Crest of a Knave?,"[""Jethro Tull"", ""Tull""]",1.0," Crest of a Knave is the sixteenth studio album by British rock band [ENTITY], released in 1987. The album was recorded after a three-year hiatus caused by a throat infection of vocalist Ian Anderson, resulting in his changed singing style. Following the unsuccessful electronic rock album Under Wraps, Crest of a Knave had the band returning to a more hard rock sound. The album was their most successful since the 1970s and the band enjoyed a resurgence on radio broadcasts, appearances in MTV specials and the airing of music videos. It was also a critical success, winning the 1989 Grammy Award for Best Hard Rock/Metal Performance Vocal or Instrumental in what was widely viewed as an upset over the favorite, Metallica's ...And Justice for All. The album was supported by ""The Not Quite the World, More the Here and There Tour"".",0.9495350122451782,Dark Tranquillity,4452.0,1477.0
4431,5693246,Sarah,producer,Yoram Gross,Q7422032,P162,Q54855,433,63388,Who was the producer of Sarah?,"[""Yoram Gross"", ""Yoram Jerzy Gross"", ""Yoram J Gross"", ""Yoram J. Gross""]",1.0, Sarah (also known as Sarah (The Seventh Match) and Sarah and the Squirrel) is a 1982 Australian animated drama film. It was written by Elizabeth Kata and directed by [ENTITY].,0.927336812019348,Lester James Peries,45532.0,1263.0
4440,5931380,The Hayseeds' Back-blocks Show,producer,Beaumont Smith,Q7739085,P162,Q4877593,99,143,Who was the producer of The Hayseeds' Back-blocks Show?,"[""Beaumont Smith"", ""Frank Beaumont Smith"", ""Beau Smith""]",1.0," The Hayseeds' Back-blocks Show is a 1917 Australian rural comedy from director [ENTITY]. It was the third in his series about the rural family, the Hayseeds.",0.9544839859008788,Lee Robinson,82.0,146.0
4445,1398873,Ghost,producer,Hossein Shahabi,Q18542930,P162,Q16052349,85,138,Who was the producer of Ghost?,"[""Hossein Shahabi""]",1.0, Ghost (Persian: شبح) is a 1998 Iranian drama film written and directed by [ENTITY] (Persian: حسین شهابی),0.95074462890625,Khosrow Sinai,84191.0,827.0
4464,1917497,The Bat,producer,Roland West,Q2485195,P162,Q967502,1856,2039,Who was the producer of The Bat?,"[""Roland West"", ""Roland Van Zimmer""]",1.0, The Bat is a 1926 American silent comedy mystery film directed by [ENTITY] and starring Jack Pickford and Louise Fazenda. The film is based on the 1920 Broadway hit play The Bat by Mary Roberts Rinehart and Avery Hopwood.,0.9740104675292968,Albert Lewin,245.0,1653.0
4465,2119118,Bad,producer,Michael Jackson,Q275422,P162,Q2831,12724,753723,Who was the producer of Bad?,"[""Michael Jackson"", ""MJ"", ""The King of Pop"", ""Michael Joe Jackson"", ""Michael Joseph Jackson"", ""M.J."", ""M. J."", ""King of Pop"", ""King of Music"", ""The King""]",1.0," ""Bad"" is a song by the American singer-songwriter [ENTITY]. It was released by Epic Records on September 7, 1987, as the second single from his seventh studio album, Bad. The song was written and composed by Jackson, and produced by Jackson and Quincy Jones. It was influenced by a true story Jackson read about a young man who tried to escape poverty by attending private school but was killed upon returning home.",0.8891340494155884,Bruce Springsteen,2659.0,892295.0
4466,2448445,The Dentist,producer,Mack Sennett,Q3222119,P162,Q317574,482,6667,Who was the producer of The Dentist?,"[""Mack Sennett""]",1.0," The Dentist is a 1932 American pre-Code comedy short starring W. C. Fields. The film is one of four shorts Fields made with the ""king of comedy,"" [ENTITY], at Paramount.  Although Sennett was near the end of his career, he found good use of the new medium of talking pictures for comedy, as the film demonstrates.  It was directed by Leslie Pearce from a script by Fields himself.  The film has been released on VHS and DVD.",0.9474231600761414,Arthur V. Johnson,6544.0,6802.0
4478,504059,Densen Uta,producer,Masato Harada,Q1369579,P162,Q11330,323,1793,Who was the producer of Densen Uta?,"[""Masato Harada""]",1.0," Densen Uta (伝染歌, Contagious Song) is a 2007 Japanese satiric Japanese horror film produced by Shochiku Corporation and directed by [ENTITY]. Many of the cast are members of the AKB48 idol girl group.",0.9394795298576356,Takahisa Zeze,289.0,1840.0
4482,1944892,The Cookbook,producer,Missy Elliott,Q2527872,P162,Q155079,3001,66664,Who was the producer of The Cookbook?,"[""Missy Elliott"", ""Melissa Arnette Elliott""]",1.0," The Cookbook is the sixth studio album by American rapper [ENTITY], released on July 4, 2005, by The Goldmind Inc. and Atlantic Records in Germany and the United Kingdom, and on July 5 in the United States and Japan. To date, it is her final  long play studio effort.",0.9596487879753112,Meredith Brooks,3624.0,104736.0
4484,6312221,Broken,producer,Trent Reznor,Q849983,P162,Q282722,7574,79535,Who was the producer of Broken?,"[""Trent Reznor"", ""Michael Trent Reznor""]",1.0," Broken is the first extended play (EP) and second major release by the American industrial rock band Nine Inch Nails. It was released on September 22, 1992, by Nothing, TVT, and Interscope Records. The EP was produced by a [ENTITY].",0.9319937825202942,Billie Joe Armstrong,1163.0,91987.0
4486,57577,Office Space,producer,Mike Judge,Q1044523,P162,Q434585,62042,63861,Who was the producer of Office Space?,"[""Mike Judge"", ""Judgemental Films"", ""Michael Judge"", ""Michael Craig Judge"", ""Michael C. Judge""]",1.0," Office Space is a 1999 American satirical black comedy film written and directed by [ENTITY]. It satirizes the work life of a typical 1990s software company, focusing on a handful of individuals weary of their jobs. It stars Ron Livingston, Jennifer Aniston, Gary Cole, Stephen Root, David Herman, Ajay Naidu, and Diedrich Bader.",0.9298697710037231,Seth MacFarlane,76447.0,76764.0
4490,550288,Movie Movie,producer,Stanley Donen,Q1405677,P162,Q48765,1912,9969,Who was the producer of Movie Movie?,"[""Stanley Donen""]",1.0," Movie Movie is a 1978 American double bill directed by [ENTITY]. It consists of two films: Dynamite Hands, a boxing ring morality play, and Baxter's Beauties of 1933, a musical comedy, both starring the husband-and-wife team of George C. Scott and Trish Van Devere. A fake trailer for a flying-ace movie set in World War I titled Zero Hour (also featuring Scott, Wallach, and Carney) is shown between the double feature.",0.9581623673439026,Herbert Ross,2991.0,13688.0
4495,1683301,Warning,producer,Green Day,Q213694,P162,Q47871,10335,134971,Who was the producer of Warning?,"[""Green Day"", ""Greenday""]",1.0," Warning is the sixth studio album by the American rock band [ENTITY], released on October 3, 2000, by Reprise Records. Building upon its predecessor Nimrod (1997), it eschewed the band's trademark punk rock sound and incorporated acoustic elements and pop and folk styles. Lyrically, the album contains more optimistic and inspirational themes in comparison to the band's earlier releases. Warning was also [ENTITY]'s first album since Kerplunk (1991) that was not produced by Rob Cavallo, although he did have a hand in its production and was credited as executive producer.",0.9283615350723268,Apocalyptica,4728.0,169687.0
4498,2665068,Images,producer,Lucio Battisti,Q3508164,P162,Q469154,149,4037,Who was the producer of Images?,"[""Lucio Battisti""]",1.0, Images is an album by a [ENTITY]. It was released in September 1977 by RCA Victor.,0.9489319324493408,Gigi D'Agostino,2151.0,6243.0
